"","ring1","ring2","ring3","ring4","ring5","ring6","ring7","ring8","ring9","ring10","ring11","ring12","ring13","ring14","ring15"
"ENSMUSG00000051951",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000102348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025902",1,1,1.11111111111111,0,1.09090909090909,0,1,0,1.09090909090909,1.14285714285714,0,1.09090909090909,0,0,1
"ENSMUSG00000033845",1.73103448275862,1.61379310344828,1.77692307692308,1.62857142857143,1.68817204301075,1.58571428571429,1.5929203539823,1.56521739130435,1.6374269005848,1.51948051948052,1.56666666666667,1.73825503355705,1.9,1,1.85365853658537
"ENSMUSG00000025903",1.21276595744681,1.19402985074627,1.15384615384615,1.18181818181818,1.34210526315789,1.09090909090909,1.11320754716981,1,1.19480519480519,1.06666666666667,1.125,1.44155844155844,1,0,1.2
"ENSMUSG00000033813",1.53508771929825,1.52884615384615,1.55454545454545,1.42857142857143,1.46428571428571,1.35416666666667,1.375,1.2,1.55072463768116,1.33823529411765,1.28,1.47058823529412,1.41666666666667,0,1.24137931034483
"ENSMUSG00000103280",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002459",1.27777777777778,1.2,1.35135135135135,1.26086956521739,1.36507936507937,1.34090909090909,1.17777777777778,1,1.21538461538462,1.25714285714286,1.23529411764706,1.08928571428571,1.14285714285714,0,1.27272727272727
"ENSMUSG00000033793",1.90340909090909,1.9375,1.75483870967742,1.78723404255319,1.92727272727273,1.57647058823529,2.16197183098592,2.16129032258065,2.06598984771574,1.92307692307692,1.97826086956522,2.19047619047619,1.85714285714286,1.6,1.94117647058824
"ENSMUSG00000025905",1.18181818181818,1,1.11764705882353,0,1,1,0,0,1,0,0,1.11111111111111,0,0,1.5
"ENSMUSG00000033774",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000025907",1.23188405797101,1.30769230769231,1.234375,1.28571428571429,1.28260869565217,1.25925925925926,1.28767123287671,1,1.26373626373626,1.25581395348837,1.17647058823529,1.32584269662921,1.2,1.33333333333333,1.39130434782609
"ENSMUSG00000033740",1.3,1.2,1.2,1,1.11111111111111,1,1,0,1.1,0,0,1,0,0,0
"ENSMUSG00000051285",1.33613445378151,1.65,1.51923076923077,1.5,1.36764705882353,1.36363636363636,1.62626262626263,1.06666666666667,1.41818181818182,1.53030303030303,1.48,1.6030534351145,1.09090909090909,1,1.51612903225806
"ENSMUSG00000025909",1.15384615384615,1.04761904761905,1.08333333333333,0,1,0,1,0,1,1.07692307692308,0,1.1,0,0,1.2
"ENSMUSG00000061024",1.09836065573771,1.17307692307692,1.22033898305085,1.16666666666667,1.14,1.19230769230769,1.14583333333333,1,1.17073170731707,1.10714285714286,1.25,1.22950819672131,1,0,1.25
"ENSMUSG00000025911",1.09803921568627,1.06451612903226,1.1219512195122,1.16666666666667,1.19047619047619,1.18518518518519,1.03571428571429,1,1.17073170731707,1.10344827586207,1.125,1.07692307692308,1,0,1
"ENSMUSG00000067879",2.84158415841584,2.39333333333333,1.33846153846154,1.125,1.1,1.16666666666667,2.58666666666667,1.2,3.9047619047619,2.67676767676768,2.75,3.17791411042945,2.1,1.5,2.72222222222222
"ENSMUSG00000025912",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000045210",1.36363636363636,1.24242424242424,1.21153846153846,1.14285714285714,1.19444444444444,1.31578947368421,1.17307692307692,1,1.20338983050847,1.29411764705882,1.3125,1.23943661971831,0,0,1.33333333333333
"ENSMUSG00000025915",1.0625,1.07142857142857,1.29166666666667,0,1.125,1.25,1,1,1.3448275862069,1.14285714285714,1,1.05882352941176,0,0,1
"ENSMUSG00000046101",0,1,1.25,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000099032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025916",1.42857142857143,0,0,0,0,0,1,0,1,1.33333333333333,0,1,0,0,0
"ENSMUSG00000025917",2.21052631578947,2.01098901098901,2.03977272727273,1.82978723404255,2.0431654676259,1.82051282051282,2.13986013986014,1.78260869565217,2.42922374429224,1.85106382978723,2.02222222222222,2.71428571428571,2.05882352941176,1.25,2.31111111111111
"ENSMUSG00000056763",1.09302325581395,1.24242424242424,1.02777777777778,1,1,1,1.04761904761905,1.14285714285714,1.14814814814815,1.1304347826087,1,1.18181818181818,0,0,1.09090909090909
"ENSMUSG00000067851",1.3625,1.375,1.19480519480519,1.125,1.15384615384615,1.24242424242424,1.40740740740741,1.2,1.2962962962963,1.33333333333333,1.27272727272727,1.31958762886598,1.42857142857143,0,1.31818181818182
"ENSMUSG00000042501",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000048960",1.04651162790698,1.13725490196078,1.09302325581395,1.125,1.10344827586207,1.09090909090909,1.19444444444444,0,1.08955223880597,1.23333333333333,1.21428571428571,1.15555555555556,1,0,1.16666666666667
"ENSMUSG00000057715",1.23636363636364,1.4367816091954,1.18918918918919,1.11111111111111,1.16129032258065,1.13636363636364,1.12280701754386,1,1.31645569620253,1.27083333333333,1.22222222222222,1.30952380952381,1,0,1.29166666666667
"ENSMUSG00000016918",1.64583333333333,1.35,1.39130434782609,1,1.10526315789474,1.17241379310345,1.1875,1,2.12244897959184,1.07692307692308,1,2.05660377358491,0,0,1
"ENSMUSG00000025938",1,0,1,0,1.25,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000005886",1.23188405797101,1.2,1.20338983050847,1.125,1.21951219512195,1.125,1.30612244897959,1,1.19444444444444,1.15384615384615,1.375,1.3,1.25,1,1.1875
"ENSMUSG00000025935",1.24358974358974,1.28985507246377,1.19642857142857,1.11111111111111,1.25,1.04545454545455,1.09090909090909,1.08333333333333,1.32467532467532,1.26470588235294,1,1.375,1.4,1.33333333333333,1.23076923076923
"ENSMUSG00000025937",1.125,1,1.16666666666667,1.0625,1,1.04545454545455,1.22222222222222,1,1.13793103448276,1,1.5,1.10810810810811,0,0,1.1
"ENSMUSG00000025932",1,1,1.25,0,1.16666666666667,0,0,0,1,1.09090909090909,1,1,0,0,1
"ENSMUSG00000025930",1,1,1.2,0,0,0,1,0,1.11111111111111,1.16666666666667,1,1,0,0,1
"ENSMUSG00000092083",1.04,1.23333333333333,1.28571428571429,1,1.125,1.11111111111111,1,0,1.15,1.15384615384615,1.125,1.19230769230769,0,0,1.11111111111111
"ENSMUSG00000025925",1.0625,1.11764705882353,1.07142857142857,1,1.09090909090909,1.14285714285714,1,1,1.04761904761905,1,1,1.05,0,0,1
"ENSMUSG00000032719",1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000067795",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"ENSMUSG00000043716",9.38022813688213,8.28333333333333,9.78879310344828,5.94845360824742,9.4,7.22463768115942,7.76683937823834,6.31481481481481,9.09756097560976,7.41428571428571,8.28070175438597,9.33203125,4.06666666666667,3.61111111111111,7.27397260273973
"ENSMUSG00000025921",1.46153846153846,1.14285714285714,1.27777777777778,1.25,1.07692307692308,1,1,1,1.19444444444444,1,1,1.44444444444444,1,0,1.29411764705882
"ENSMUSG00000025920",1.52380952380952,1.73170731707317,1.39655172413793,1.62068965517241,1.51282051282051,1.54761904761905,1.49074074074074,1.61904761904762,1.57894736842105,1.65753424657534,1.64102564102564,1.68707482993197,1.76923076923077,1.14285714285714,1.64102564102564
"ENSMUSG00000025939",1.52136752136752,1.64406779661017,1.6195652173913,1.17647058823529,1.46153846153846,1.50943396226415,1.5625,1.41176470588235,1.57142857142857,1.74390243902439,1.34375,1.60264900662252,1.625,1.2,1.47222222222222
"ENSMUSG00000102457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079658",3.37339055793991,3.92857142857143,3.37799043062201,2.55737704918033,3.13664596273292,3.14851485148515,3.67796610169492,2.66666666666667,3.50566037735849,3.24390243902439,3.28,4.07327586206897,2.22222222222222,1.90909090909091,3.38805970149254
"ENSMUSG00000025940",1.56028368794326,1.49606299212598,1.4954128440367,1.33333333333333,1.42857142857143,1.68085106382979,1.4622641509434,1.15384615384615,1.65986394557823,1.64705882352941,1.59259259259259,1.74,1.33333333333333,1,1.70454545454545
"ENSMUSG00000025779",1.18181818181818,1,1,0,1,1,1.07142857142857,1,1.1304347826087,1,1,1.08333333333333,0,0,1
"ENSMUSG00000042686",1,1,1,0,1,1,1.16666666666667,0,1.0625,1.11111111111111,0,1,0,0,1
"ENSMUSG00000025777",1.30985915492958,1.38372093023256,1.31168831168831,1.31818181818182,1.24444444444444,1.29032258064516,1.34722222222222,1.36363636363636,1.27058823529412,1.28888888888889,1.28571428571429,1.49397590361446,1.33333333333333,1,1.31818181818182
"ENSMUSG00000067780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025776",1.33333333333333,0,0,0,1,0,1.25,0,1,1,0,1,0,0,0
"ENSMUSG00000041859",1.1,1.07692307692308,1,1,1,1.18181818181818,1.14285714285714,1,1.03125,1.15384615384615,1,1.0625,0,0,1
"ENSMUSG00000025931",1.32520325203252,1.5,1.38823529411765,1.42857142857143,1.22033898305085,1.28125,1.63809523809524,1.18181818181818,1.41984732824427,1.5,1.22727272727273,1.42635658914729,1.125,1,1.44117647058824
"ENSMUSG00000041809",1,1,1,0,0,0,1,0,1,1,0,1,0,0,0
"ENSMUSG00000041779",1.14285714285714,1,1,0,1.16666666666667,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000025933",1.56493506493506,1.8961038961039,1.81395348837209,1.48148148148148,1.72826086956522,1.56363636363636,2.9136690647482,1.27272727272727,1.825,2.4020618556701,2.0952380952381,2.08284023668639,2,0,2.13888888888889
"ENSMUSG00000025934",2,1.16666666666667,1,0,0,0,1,0,1.5625,0,0,2,0,0,0
"ENSMUSG00000028033",1.19672131147541,1.390625,1.18518518518519,1.125,1.28571428571429,1.25,1.41269841269841,1,1.18032786885246,1.46153846153846,1.375,1.31944444444444,1.81818181818182,0,1.11764705882353
"ENSMUSG00000041670",1.21794871794872,1.70833333333333,1.1864406779661,1.27272727272727,1.13157894736842,1.25,1.47674418604651,1.28571428571429,1.4,1.36206896551724,1.16666666666667,1.52222222222222,1.16666666666667,0,1.30555555555556
"ENSMUSG00000026158",1.58208955223881,1.63076923076923,1.52427184466019,1.4,1.40298507462687,1.19444444444444,1.63636363636364,1.36363636363636,1.78518518518519,1.56666666666667,1.41379310344828,1.59230769230769,1.41666666666667,0,1.52777777777778
"ENSMUSG00000026156",1.12,1.2,1.27272727272727,0,1,1,1,0,1.11904761904762,1,0,1.08,0,0,0
"ENSMUSG00000026155",1.52173913043478,1.87333333333333,1.62992125984252,1.42424242424242,1.48351648351648,1.375,1.69298245614035,1.6,1.77906976744186,1.49315068493151,1.86111111111111,2.06748466257669,1.46153846153846,1.16666666666667,1.70454545454545
"ENSMUSG00000026154",1.63503649635036,1.68211920529801,1.94405594405594,1.80645161290323,1.71428571428571,1.41935483870968,1.64102564102564,1.27777777777778,1.75,1.65277777777778,1.70588235294118,1.95882352941176,1.55555555555556,1.25,1.85106382978723
"ENSMUSG00000026153",1.1219512195122,1.09677419354839,1.11111111111111,1,1,1,1,0,1.06896551724138,1.05,1,1.1304347826087,0,0,1.11111111111111
"ENSMUSG00000026147",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000026141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073725",1.87150837988827,1.98305084745763,1.76158940397351,1.43181818181818,1.77,1.62857142857143,1.97183098591549,1.57142857142857,1.93264248704663,2.0188679245283,1.97435897435897,2.06111111111111,1.5,1.5,2.06818181818182
"ENSMUSG00000033569",1.28409090909091,1.55,1.28767123287671,1.2,1.22413793103448,1.17142857142857,1.4375,1.16666666666667,1.34959349593496,1.40816326530612,1.23076923076923,1.61538461538462,1.375,0,1.22222222222222
"ENSMUSG00000102386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104516",0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0
"ENSMUSG00000048874",1.23529411764706,1.23636363636364,1.2156862745098,1.125,1.17857142857143,1.21428571428571,1.14583333333333,1.11111111111111,1.23684210526316,1.44117647058824,1.54545454545455,1.22413793103448,1,0,1.26666666666667
"ENSMUSG00000117310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026058",1.0952380952381,1,1,1,1,1,1.18181818181818,1,1.0625,1.0625,1.25,1.06666666666667,0,0,1
"ENSMUSG00000026134",1.03225806451613,1.04761904761905,1,1,1.11111111111111,1.125,1.04761904761905,1,1.03225806451613,1,1,1.11764705882353,0,0,0
"ENSMUSG00000103746",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000004768",1.03846153846154,1.06896551724138,1.22222222222222,1,1.17391304347826,1.21428571428571,1.06666666666667,1,1.11764705882353,1.25,1,1.23076923076923,1.66666666666667,0,1.25
"ENSMUSG00000042215",1.23076923076923,1.11111111111111,1,1,1,1.11111111111111,1.06896551724138,1,1.19230769230769,1,1.11111111111111,1.14634146341463,1,0,1
"ENSMUSG00000042197",1.2089552238806,1.27777777777778,1.15789473684211,1.15384615384615,1.07317073170732,1.26315789473684,1.14893617021277,1,1.140625,1.2,1.38461538461538,1.16666666666667,1,1,1.20833333333333
"ENSMUSG00000042182",1.94117647058824,2.10365853658537,1.65540540540541,2.02857142857143,1.66304347826087,1.58208955223881,2.29139072847682,2,2.05128205128205,2.08695652173913,1.83783783783784,2.30645161290323,1.91666666666667,2,1.87272727272727
"ENSMUSG00000026131",1.94082840236686,2,1.91823899371069,1.88888888888889,1.78070175438596,1.69736842105263,1.77777777777778,1.63333333333333,1.88405797101449,1.89,1.71052631578947,1.85714285714286,1.5625,1.57142857142857,1.6078431372549
"ENSMUSG00000103364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042111",1.19767441860465,1.4,1.44927536231884,1.2,1.40322580645161,1.3125,1.23809523809524,1.09090909090909,1.37362637362637,1.30769230769231,1.34615384615385,1.33673469387755,1,0,1.08695652173913
"ENSMUSG00000026127",1.23595505617978,1.32307692307692,1.27941176470588,1.22222222222222,1.30188679245283,1.21951219512195,1.09302325581395,1.35714285714286,1.4,1.11764705882353,1.31578947368421,1.28735632183908,1.125,1.33333333333333,1.21052631578947
"ENSMUSG00000026126",1.3030303030303,1.22727272727273,1.32075471698113,1,1.25925925925926,1,1.31111111111111,1.16666666666667,1.24561403508772,1.25,1.07142857142857,1.31506849315068,1.25,0,1.17391304347826
"ENSMUSG00000045174",1.06666666666667,1,1,1,1.08333333333333,1,1.26666666666667,0,1.13513513513514,1,1.4,1.18604651162791,0,0,1.11111111111111
"ENSMUSG00000037509",2.38388625592417,2.80203045685279,2.44623655913978,2.30555555555556,2.29133858267717,2.54054054054054,2.78048780487805,1.96428571428571,2.52608695652174,2.51401869158878,2.88461538461538,2.67441860465116,1.8,1.14285714285714,2.61016949152542
"ENSMUSG00000037503",1.98837209302326,2.29444444444444,1.70394736842105,1.55813953488372,1.84545454545455,1.97183098591549,2.22758620689655,1.45,1.88775510204082,2.27184466019417,1.81395348837209,2.17241379310345,1.4375,1.16666666666667,2.04
"ENSMUSG00000026123",2.13930348258706,2.52542372881356,2.17877094972067,1.78,2.2,2.09090909090909,2.03401360544218,1.89655172413793,2.13698630136986,2.02247191011236,1.93333333333333,2.47549019607843,1.73684210526316,1.125,1.79245283018868
"ENSMUSG00000045216",1.1875,1.24096385542169,1.24285714285714,1.125,1.19047619047619,1.35714285714286,1.23728813559322,1.2,1.17283950617284,1.31111111111111,1.38461538461538,1.16666666666667,1.33333333333333,1,1.31818181818182
"ENSMUSG00000037470",1.23076923076923,1.17647058823529,1.09259259259259,1.125,1.13793103448276,1.10526315789474,1.19354838709677,1.25,1.06521739130435,1.04166666666667,1.125,1.10416666666667,0,0,1.28571428571429
"ENSMUSG00000047180",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000037447",1.14705882352941,1.13888888888889,1.13953488372093,1.08333333333333,1.33333333333333,1.25,1.06666666666667,1.1,1.11428571428571,1.11764705882353,1.33333333333333,1.02777777777778,1.25,0,1
"ENSMUSG00000010453",1.25373134328358,1.26785714285714,1.17460317460317,1.15384615384615,1.23255813953488,1.23076923076923,1.19565217391304,1.2,1.16455696202532,1.10344827586207,1.1,1.20833333333333,1,0,1.04545454545455
"ENSMUSG00000001143",1.1044776119403,1.22950819672131,1.171875,1,1.23255813953488,1.42857142857143,1.20512820512821,1.25,1.19354838709677,1.13513513513514,1.18181818181818,1.17391304347826,0,0,1.2
"ENSMUSG00000037408",1.15,1.1,1,0,1.2,1.11111111111111,1,0,1,1,1,1.07142857142857,1,0,0
"ENSMUSG00000001138",1.13725490196078,1.22,1.16216216216216,1.25,1.04347826086957,1.07692307692308,1.06451612903226,1,1.1,1.45454545454545,1.08333333333333,1.1063829787234,1,0,1.05555555555556
"ENSMUSG00000067653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079610",1.16666666666667,1.15909090909091,1.15909090909091,1,1.08333333333333,1.0625,1.08108108108108,1,1.17307692307692,1.11764705882353,1.36363636363636,1.05357142857143,1,0,1.08333333333333
"ENSMUSG00000026121",1.07692307692308,1,1,1,1,1,1,1,1,1,1.2,1,0,0,0
"ENSMUSG00000046337",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000061518",23.8082706766917,23.1755102040816,25.3888888888889,13.8811881188119,24.8125,17.7465753424658,21.9846153846154,12.9692307692308,24.4879725085911,19.8156028368794,22.3508771929825,29.17578125,14.65625,8.63157894736842,21.4383561643836
"ENSMUSG00000037351",2.50232558139535,3.41414141414141,2.36458333333333,2,2.4488188976378,2.6375,3.40229885057471,2.07407407407407,2.56410256410256,3.34959349593496,3.41176470588235,3.41981132075472,1.84615384615385,1.33333333333333,3.06451612903226
"ENSMUSG00000102416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026117",1.11111111111111,1,1,0,1.33333333333333,0,1,0,1,0,1.25,1.11111111111111,0,0,0
"ENSMUSG00000026116",1.22727272727273,1.33823529411765,1.28070175438596,1.28571428571429,1.4,1.19354838709677,1.18518518518519,1.33333333333333,1.18666666666667,1.25,1.25,1.25373134328358,1.28571428571429,0,1.0625
"ENSMUSG00000050122",0,1,0,0,0,0,0,0,1.25,0,0,1.66666666666667,0,0,0
"ENSMUSG00000026114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026113",1.53781512605042,1.6328125,1.40366972477064,1.30434782608696,1.43421052631579,1.43589743589744,1.42452830188679,1.25,1.63358778625954,1.63768115942029,1.7037037037037,1.63157894736842,1.4,1,1.83333333333333
"ENSMUSG00000026112",1.48333333333333,1.37383177570093,1.51456310679612,1.36111111111111,1.57142857142857,1.43396226415094,1.34408602150538,1.38095238095238,1.46212121212121,1.29230769230769,1.30434782608696,1.49137931034483,1.33333333333333,1,1.51428571428571
"ENSMUSG00000026111",1.45967741935484,1.47286821705426,1.45689655172414,1.33333333333333,1.37113402061856,1.68,1.57692307692308,1.13333333333333,1.61006289308176,1.55555555555556,1.42857142857143,1.62,1.42857142857143,1.25,1.41379310344828
"ENSMUSG00000026110",1.17948717948718,1.05714285714286,1.05555555555556,1,1.16666666666667,1,1.05714285714286,0,1.19444444444444,1.2,1.14285714285714,1.04545454545455,1,0,1
"ENSMUSG00000026090",2.04895104895105,2.50967741935484,2.25641025641026,1.57142857142857,2.47435897435897,2.73333333333333,2.18348623853211,1.11111111111111,1.97986577181208,1.93258426966292,1.81081081081081,2.9,1.66666666666667,0,1.85714285714286
"ENSMUSG00000060771",1.0952380952381,1.05263157894737,1.09090909090909,1,1,1,1.1,1,1.11111111111111,1,1,1,0,0,1
"ENSMUSG00000037216",1,1,1,1,1.18181818181818,1.25,1,0,1.1,1,0,1,0,0,1
"ENSMUSG00000026088",1.07692307692308,1.11111111111111,1.04347826086957,0,1.2,1.05882352941176,1.08333333333333,1.2,1.13793103448276,1.1,0,1.05263157894737,1,0,1
"ENSMUSG00000026087",3.27350427350427,3.40277777777778,3.25358851674641,2.45901639344262,3.07692307692308,2.66666666666667,3.2485549132948,2.96774193548387,3.17669172932331,2.67716535433071,3.37037037037037,3.5764192139738,2.43478260869565,1.77777777777778,2.94029850746269
"ENSMUSG00000058407",1.81045751633987,1.63846153846154,1.77205882352941,1.45238095238095,1.65686274509804,1.71428571428571,1.58035714285714,1.5,1.75722543352601,1.40506329113924,1.3030303030303,1.87730061349693,1.53333333333333,1.25,1.60869565217391
"ENSMUSG00000026083",1.23655913978495,1.22988505747126,1.29545454545455,1.47058823529412,1.2,1.55263157894737,1.24193548387097,1.16666666666667,1.27450980392157,1.13157894736842,1.14285714285714,1.2843137254902,1,1,1.23809523809524
"ENSMUSG00000026082",1.22857142857143,1.09677419354839,1.05,1.2,1.04166666666667,1.27272727272727,1.14285714285714,0,1.06060606060606,1.10526315789474,1.5,1.12903225806452,1.25,0,1
"ENSMUSG00000037138",1.29787234042553,1.15217391304348,1.2,1.18181818181818,1.17073170731707,1.18181818181818,1.13793103448276,0,1.05882352941176,1,1.07142857142857,1.1304347826087,1,0,1.28571428571429
"ENSMUSG00000048814",1.49640287769784,1.64341085271318,1.55855855855856,1.15789473684211,1.40277777777778,1.24444444444444,1.53535353535354,1.26666666666667,1.5,1.40740740740741,1.61904761904762,1.50714285714286,1.91666666666667,1,1.34285714285714
"ENSMUSG00000026080",1.55769230769231,1.36263736263736,1.23157894736842,1.16666666666667,1.12765957446809,1.2258064516129,1.4390243902439,1.42857142857143,1.28333333333333,1.25,1.30769230769231,1.40350877192982,1.33333333333333,0,1.33333333333333
"ENSMUSG00000067604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026078",1.34905660377358,1.27272727272727,1.20652173913043,1.41666666666667,1.35087719298246,1.38235294117647,1.2280701754386,1.6875,1.43137254901961,1.19047619047619,1.26315789473684,1.40860215053763,1,0,1.38461538461538
"ENSMUSG00000026077",1.125,1.15217391304348,1.19565217391304,1,1.23076923076923,1.14285714285714,1.11111111111111,0,1.10169491525424,1.16666666666667,1.16666666666667,1.16279069767442,1,0,1.26666666666667
"ENSMUSG00000073702",13.469696969697,12.0743801652893,15.206008583691,8.52040816326531,14.2011494252874,10.7671232876712,11.160621761658,7.53846153846154,12.3148788927336,10.8723404255319,11.1929824561404,13.22265625,7.4375,5.15789473684211,11.0821917808219
"ENSMUSG00000003134",1.17021276595745,1,1.42857142857143,0,1.34285714285714,1.10526315789474,1.05263157894737,0,1.11627906976744,1.125,1,1.06060606060606,1,0,1.25
"ENSMUSG00000003135",1.17857142857143,1.22,1.10869565217391,1.33333333333333,1.15625,1.17241379310345,1.125,1.125,1.13725490196078,1.16,1.15384615384615,1.05128205128205,1,0,1
"ENSMUSG00000048234",1.18055555555556,1.14,1.2,1.16666666666667,1.12765957446809,1.10714285714286,1.13636363636364,1,1.10714285714286,1.13333333333333,1.1,1.171875,1,0,1.1875
"ENSMUSG00000050967",1.025,1.29508196721311,1.07142857142857,1.18181818181818,1.16666666666667,1.14285714285714,1.41666666666667,1,1.25396825396825,1.275,1.28571428571429,1.29850746268657,1.14285714285714,0,1.38888888888889
"ENSMUSG00000057173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026074",1.2,1.2463768115942,1.1625,1.21052631578947,1.23333333333333,1.24242424242424,1.30188679245283,1.13333333333333,1.24418604651163,1.26470588235294,1.57894736842105,1.22093023255814,1,1.66666666666667,1.6875
"ENSMUSG00000102985",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026073",1.14285714285714,0,1,0,1,1,0,0,1,0,1,1,0,0,1.25
"ENSMUSG00000026072",1.09090909090909,1.125,1,1.2,1,1.3,1,0,1,2,1,1.08333333333333,0,0,1
"ENSMUSG00000070942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026062",1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000041945",1,1,1,0,1,0,1,0,1.18181818181818,1,0,1,0,0,0
"ENSMUSG00000045515",1.31304347826087,1.57983193277311,1.30555555555556,1.4,1.17647058823529,1.46153846153846,1.53061224489796,1.33333333333333,1.25,1.25,1.37931034482759,1.42424242424242,1.33333333333333,0,1.42424242424242
"ENSMUSG00000060679",1.19047619047619,1.39130434782609,1.34042553191489,1.28,1.36734693877551,1.36,1.29508196721311,1.11111111111111,1.29787234042553,1.43137254901961,1.31578947368421,1.375,1,1,1.27777777777778
"ENSMUSG00000041907",1.04761904761905,1.11538461538462,1,1.2,1,1,1,0,1.08,1,1,1.03846153846154,0,0,0
"ENSMUSG00000070939",1.13157894736842,1.19565217391304,1.19512195121951,1.5,1,1.05882352941176,1.09375,0,1.09803921568627,1.03333333333333,1.05882352941176,1.16666666666667,1.5,0,1
"ENSMUSG00000010290",1.09375,1.11111111111111,1.11111111111111,1.1,1.18181818181818,1.13333333333333,1.05882352941176,1.25,1.09090909090909,1.09677419354839,1,1.2156862745098,1.2,1.33333333333333,1
"ENSMUSG00000008136",1.38333333333333,1.4020618556701,1.125,1.09090909090909,1.125,1,1.75961538461538,1.16666666666667,1.62376237623762,1.62162162162162,1.92857142857143,1.54205607476636,1.92857142857143,0,1.55263157894737
"ENSMUSG00000066877",1.04166666666667,1.09090909090909,1.1,1,1.16666666666667,1,1.08695652173913,0,1.13333333333333,1.15,1.3,1.09090909090909,0,0,1.125
"ENSMUSG00000026051",6.49275362318841,2.80357142857143,3.31914893617021,1.22222222222222,1.10344827586207,1,1.46666666666667,1.33333333333333,10.2950819672131,3.09677419354839,1.22222222222222,11.8064516129032,1,0,1.09090909090909
"ENSMUSG00000057363",1.20689655172414,1.25423728813559,1.2,1,1.29032258064516,1.27272727272727,1.09090909090909,1,1.14035087719298,1.17857142857143,1.22222222222222,1.4,1,1,1.09090909090909
"ENSMUSG00000041763",1.22,1.28571428571429,1.10714285714286,1.16666666666667,1.18421052631579,1.16,1.17021276595745,1,1.24675324675325,1.28571428571429,1.33333333333333,1.29850746268657,1,0,1.22222222222222
"ENSMUSG00000047343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026049",1.10526315789474,1.11111111111111,1.125,1.14285714285714,1.2,1,1,1,1.03846153846154,1,1,1.08333333333333,0,0,1
"ENSMUSG00000026047",1,1,1.11111111111111,0,1,1.2,1,0,1,1,0,1,0,0,0
"ENSMUSG00000041684",1.08333333333333,1,1.15384615384615,1,1.15384615384615,1,1.07692307692308,1,1.125,1,1,1.05555555555556,0,0,1
"ENSMUSG00000026048",1.17391304347826,1.04761904761905,1.04347826086957,1.25,1.18518518518519,1,1.125,0,1.08823529411765,1,1.2,1.06666666666667,0,0,1
"ENSMUSG00000046828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056870",1.25,1,1,0,0,1,1,0,1.05882352941176,0,0,1.16666666666667,0,0,0
"ENSMUSG00000026043",1.33333333333333,1,1.2,0,0,0,1.5,0,1,1.71428571428571,0,1.5,0,0,1.83333333333333
"ENSMUSG00000026042",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0
