"","ring1","ring2","ring3","ring4","ring5","ring6","ring7","ring8","ring9","ring10","ring11","ring12","ring13","ring14","ring15"
"ENSMUSG00000025474",1.19354838709677,1.27272727272727,1.11764705882353,1,1.29032258064516,1.15384615384615,1.38235294117647,1,1.2,1.40909090909091,1.6,1.31818181818182,1.44444444444444,1,1.18518518518519
"ENSMUSG00000025470",1.21978021978022,1.27272727272727,1.39130434782609,1.16666666666667,1.4047619047619,1.2258064516129,1.29850746268657,1.14285714285714,1.32941176470588,1.24390243902439,1.54545454545455,1.23809523809524,1,0,1.29166666666667
"ENSMUSG00000025468",4.96414342629482,4.7972972972973,5.30769230769231,2.53125,4.70253164556962,4.41176470588235,4.24861878453039,1.90909090909091,4.75280898876404,3.95967741935484,4.54901960784314,5.56779661016949,3.1304347826087,1.30769230769231,3.60294117647059
"ENSMUSG00000025466",2.06382978723404,2.33879781420765,2.05263157894737,2.11111111111111,2.1551724137931,1.95774647887324,2.05797101449275,1.60869565217391,2.04901960784314,1.76842105263158,1.78571428571429,2.43085106382979,1.1875,1.4,1.7962962962963
"ENSMUSG00000025465",1.9047619047619,1.87417218543046,1.65384615384615,1.65853658536585,1.75490196078431,1.76119402985075,1.72992700729927,1.5,1.8265306122449,1.68041237113402,1.875,1.99425287356322,1.5,1.42857142857143,1.64583333333333
"ENSMUSG00000025464",1.09090909090909,1,1,1,1.09090909090909,1,1.14285714285714,0,1,1.2,0,1.07692307692308,0,0,1
"ENSMUSG00000039018",1.29333333333333,1.23684210526316,1.15686274509804,1.1875,1.24324324324324,1.19230769230769,1.19642857142857,1.18181818181818,1.15277777777778,1.07692307692308,1.47368421052632,1.32876712328767,1.5,0,1.16666666666667
"ENSMUSG00000045733",1.58252427184466,2.10958904109589,1.31081081081081,1.1,1.3265306122449,1.18918918918919,1.84426229508197,1,1.89308176100629,1.8695652173913,2.27777777777778,2.02,1.57142857142857,0,1.76595744680851
"ENSMUSG00000025480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060314",1.1219512195122,1.41666666666667,1.25,1,1.1875,1.14285714285714,1.13333333333333,0,1.1304347826087,1.11111111111111,1.3,1.175,1,0,1.2
"ENSMUSG00000025481",1,1.07692307692308,1,1.33333333333333,1.125,1.14285714285714,1.36842105263158,0,1.13333333333333,1.14285714285714,1.125,1.2,1.5,0,1.33333333333333
"ENSMUSG00000038801",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000025484",1.3469387755102,1.44329896907216,1.30555555555556,1.25,1.3448275862069,1.42857142857143,1.33333333333333,1.35714285714286,1.35,1.24489795918367,1.4,1.51304347826087,1.33333333333333,0,1.3
"ENSMUSG00000025485",1.38834951456311,1.37254901960784,1.32530120481928,1.15384615384615,1.38333333333333,1.26829268292683,1.3,1.09090909090909,1.38679245283019,1.29090909090909,1.33333333333333,1.33333333333333,1.28571428571429,0,1.24324324324324
"ENSMUSG00000025486",1.62424242424242,2.14012738853503,1.65040650406504,1.39024390243902,1.51578947368421,1.79661016949153,2.1,1.63157894736842,1.90954773869347,1.75268817204301,1.85,1.92972972972973,1.61111111111111,1.2,1.94827586206897
"ENSMUSG00000025487",1.8125,1.94405594405594,1.86184210526316,1.6,1.86086956521739,1.7910447761194,1.78813559322034,1.68965517241379,1.88,1.65060240963855,1.75609756097561,1.99441340782123,1.73333333333333,1.14285714285714,1.87755102040816
"ENSMUSG00000025488",1.4,1.55555555555556,1,0,1,0,1,0,2.3,1,0,2.5,0,0,0
"ENSMUSG00000038745",1.66666666666667,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000062031",1,1,1,1,1,1,1,0,1,1,0,1.15384615384615,0,0,1
"ENSMUSG00000025489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060591",2.32894736842105,1.89075630252101,2.21854304635762,1.5,1.84347826086957,2.15068493150685,1.61538461538462,1.60869565217391,2.23489932885906,2.26923076923077,2.54166666666667,2.69421487603306,1.46153846153846,1.5,2.55555555555556
"ENSMUSG00000025491",1.95833333333333,1.57971014492754,2.3,1.39285714285714,2.07228915662651,2.15094339622642,1.57627118644068,1.25,1.69090909090909,2.25423728813559,2.3,2.02830188679245,2.4,1,3.28
"ENSMUSG00000025492",4.08490566037736,3.13953488372093,4.39226519337017,2.6,3.29370629370629,3.8936170212766,2.52898550724638,1.9375,3.49315068493151,3.76699029126214,4.72222222222222,5.32984293193717,2.5,1,4.58823529411765
"ENSMUSG00000059108",1,1,1.5,1.66666666666667,1,1,1,0,1,0,0,1.125,0,0,0
"ENSMUSG00000055629",1.33333333333333,1.28915662650602,1.23333333333333,1.28571428571429,1.23913043478261,1.16,1.34545454545455,1,1.26086956521739,1.21428571428571,1.14285714285714,1.51648351648352,1.4,0,1.34782608695652
"ENSMUSG00000054065",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000025494",1.25,1,1,1,1,1,0,0,1,0,1,1,0,0,1
"ENSMUSG00000025495",1.29807692307692,1.45945945945946,1.28421052631579,1.5,1.31944444444444,1.275,1.45454545454545,1.45454545454545,1.43307086614173,1.24137931034483,1.22727272727273,1.52586206896552,1,0,1.32258064516129
"ENSMUSG00000038650",1.98657718120805,1.67521367521368,1.63194444444444,1.58823529411765,1.74528301886792,1.51666666666667,1.62616822429907,1.56,2.0506329113924,1.48529411764706,1.62962962962963,2.04827586206897,1.30769230769231,1.25,1.4
"ENSMUSG00000025499",4.33877551020408,4.22272727272727,5.07441860465116,3.04615384615385,4.61349693251534,4.53636363636364,4.04597701149425,3.10526315789474,4.05415162454874,3.71311475409836,3.51923076923077,4.99588477366255,3.92307692307692,2.2,3.53731343283582
"ENSMUSG00000038637",1.07692307692308,1.06666666666667,1,0,1,1,1.125,0,1,1,0,1.08333333333333,0,0,0
"ENSMUSG00000025500",0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0
"ENSMUSG00000038618",1.09090909090909,0,1.71428571428571,0,1,0,1,0,1,1,0,1,0,0,1
"ENSMUSG00000038611",1.12244897959184,1.15555555555556,1.14,1.1,1.11111111111111,1.22222222222222,1.15384615384615,1.16666666666667,1.125,1.11111111111111,1.11764705882353,1.14583333333333,1,0,1.33333333333333
"ENSMUSG00000025498",1.3125,1.41666666666667,1.3,0,1,1,1.33333333333333,0,1.05882352941176,1,1,2.41666666666667,0,0,1
"ENSMUSG00000038580",1.5,0,1,0,0,0,1,0,1.125,0,0,1.125,0,0,0
"ENSMUSG00000025496",1,1,0,0,0,0,1.33333333333333,0,1.25,0,0,0,0,0,0
"ENSMUSG00000058886",1.29357798165138,1.52808988764045,1.25882352941176,1.15,1.3,1.26923076923077,1.43023255813953,1,1.41791044776119,1.35416666666667,1.47619047619048,1.44545454545455,1,0,1.41935483870968
"ENSMUSG00000025505",1.15789473684211,1.40845070422535,1.1875,1.06666666666667,1.14285714285714,1.07692307692308,1.14285714285714,1,1.26666666666667,1.09302325581395,1.27777777777778,1.2,1.2,0,1
"ENSMUSG00000025504",1.16666666666667,1.09090909090909,1,1,1.33333333333333,0,1,0,1.38095238095238,1,1,1.65,0,0,0
"ENSMUSG00000025503",3.19409282700422,2.66829268292683,3.26699029126214,2.47435897435897,3.02,2.4297520661157,2.49056603773585,3.04545454545455,2.88235294117647,2.41284403669725,2.53191489361702,2.97685185185185,1.94444444444444,2.5,2.33898305084746
"ENSMUSG00000051007",1.22058823529412,1.34782608695652,1.24137931034483,1.375,1.07894736842105,1.14285714285714,1.23333333333333,1.14285714285714,1.12162162162162,1.38235294117647,1.21052631578947,1.325,1.2,0,1.21739130434783
"ENSMUSG00000060240",3.5,4.29032258064516,3.6555023923445,3.55,3.52941176470588,3.33636363636364,3.54913294797688,3.69047619047619,3.98054474708171,3.48412698412698,3.71698113207547,4.77966101694915,3,2.33333333333333,3.78461538461538
"ENSMUSG00000019082",2.01764705882353,2.3202614379085,1.7687074829932,1.47222222222222,1.76470588235294,1.5,1.84126984126984,1.53333333333333,2.51030927835052,1.98795180722892,1.92105263157895,2.75287356321839,1.6,1.6,2.17948717948718
"ENSMUSG00000025507",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000025508",15.3660377358491,13.2231404958678,17.3034188034188,11.38,17.6628571428571,13.8299319727891,12.1282051282051,9.96875,14.6332179930796,12.2269503546099,13.2456140350877,15.90625,9.34375,8.73684210526316,13.0684931506849
"ENSMUSG00000025509",1.17333333333333,1.22619047619048,1.26582278481013,1.36842105263158,1.37037037037037,1.23076923076923,1.28787878787879,1.2,1.38461538461538,1.23529411764706,1.41176470588235,1.36585365853659,1,0,1.125
"ENSMUSG00000048200",1.05882352941176,1.11111111111111,1,1,1,1,1.14285714285714,0,1.09090909090909,1,0,1.11111111111111,0,0,0
"ENSMUSG00000025510",1.76612903225806,1.36986301369863,1.62608695652174,1.5625,1.8,1.60344827586207,1.25,1.65384615384615,1.8203125,1.38,1.54545454545455,1.93,1,1,1.18181818181818
"ENSMUSG00000038489",2.75943396226415,2.395,2.87745098039216,2.46875,3.29530201342282,3.11428571428571,2.46540880503145,3.45454545454545,2.68965517241379,2.27551020408163,2.53333333333333,2.61111111111111,1.7,1.25,2.46774193548387
"ENSMUSG00000025511",1.69767441860465,1.32631578947368,1.96341463414634,1.81632653061224,2.18032786885246,1.85,1.421875,2.9375,1.51111111111111,1.65573770491803,1.58620689655172,1.47321428571429,1.25,1.2,1.78378378378378
"ENSMUSG00000025512",1.50413223140496,1.43396226415094,1.37623762376238,1.15384615384615,1.36231884057971,1.48571428571429,1.37647058823529,1.25,1.48571428571429,1.40625,1.48275862068966,1.58139534883721,1.23076923076923,0,1.28571428571429
"ENSMUSG00000002957",2.20812182741117,2.6063829787234,2.05,1.48780487804878,1.8448275862069,1.73913043478261,2.30519480519481,1.7,2.54741379310345,2.25242718446602,2.625,2.70408163265306,2.05263157894737,1.2,2.29310344827586
"ENSMUSG00000025139",1.47413793103448,1.69026548672566,1.46534653465347,1.18518518518519,1.28125,1.22916666666667,1.4950495049505,1.15,1.51824817518248,1.359375,1.2,1.51260504201681,1,1,1.55555555555556
"ENSMUSG00000053046",1.44094488188976,1.63235294117647,1.35135135135135,1.1304347826087,1.11666666666667,1.35,1.86776859504132,1.44444444444444,1.62820512820513,1.56962025316456,1.6,1.67605633802817,1.2,0,1.58974358974359
"ENSMUSG00000025147",1.32989690721649,1.39130434782609,1.33695652173913,1.33333333333333,1.17857142857143,1.25,1.29885057471264,1.5,1.35454545454545,1.44444444444444,1.5,1.60185185185185,1.09090909090909,0,1.42424242424242
"ENSMUSG00000037887",1.69333333333333,1.86163522012579,1.6231884057971,1.24137931034483,1.61038961038961,1.57692307692308,1.62068965517241,1.125,1.61428571428571,1.56470588235294,1.38888888888889,1.71812080536913,1.09090909090909,1,1.69230769230769
"ENSMUSG00000045777",1.52238805970149,2.00793650793651,1.47154471544715,2.24324324324324,1.51764705882353,1.79032258064516,1.72043010752688,2.46153846153846,1.68047337278107,1.8,1.80555555555556,1.80821917808219,1.42857142857143,1.1,1.94339622641509
"ENSMUSG00000007891",6.80632411067194,5.94323144104804,5.40444444444444,3.4,5.2,3.90243902439024,5.47027027027027,3.93617021276596,7.56204379562044,5.125,4.31481481481481,8.44354838709677,3.93333333333333,2.53333333333333,5.39705882352941
"ENSMUSG00000031097",0,1.33333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000018819",1.17857142857143,1.09090909090909,1.16666666666667,1.16666666666667,1.1,1,1,1,1.16666666666667,1.25,1,1.19047619047619,0,0,1.33333333333333
"ENSMUSG00000061723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037772",3.19565217391304,3.0377358490566,3.39320388349515,2.17808219178082,3.02040816326531,2.92660550458716,2.7906976744186,2.34210526315789,3.0965250965251,2.28181818181818,3.19148936170213,3.46696035242291,2.36363636363636,2.14285714285714,2.65079365079365
"ENSMUSG00000048583",0,0,0,0,0,0,0,0,1,0,0,1.11111111111111,0,0,0
"ENSMUSG00000000215",2,1.16666666666667,0,0,0,0,0,0,1.75,0,0,1.25,0,0,0
"ENSMUSG00000000214",1.38888888888889,1.125,2.16666666666667,0,1.4,1.6,1.45454545454545,0,1.47826086956522,1.66666666666667,0,1.75,0,0,0
"ENSMUSG00000009248",1.33333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000000244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037706",7.72243346007605,7.42738589211618,6.82758620689655,4.74390243902439,5.55294117647059,4.41538461538462,7.22279792746114,4.57142857142857,8.17482517482518,6.13571428571429,5.59649122807018,8.31764705882353,3.9,3.45454545454545,5.58333333333333
"ENSMUSG00000045752",1.17142857142857,1.22972972972973,1.18421052631579,1.16666666666667,1.22222222222222,1.06451612903226,1.24137931034483,1.27272727272727,1.23232323232323,1.175,1.31818181818182,1.40506329113924,1.16666666666667,1,1.08695652173913
"ENSMUSG00000009545",0,0,0,0,1,0,0,0,1,0,0,1.33333333333333,0,0,0
"ENSMUSG00000037664",2.53846153846154,1.72727272727273,1.3,0,1,1,1,0,3.45454545454545,1.33333333333333,1,2.73333333333333,0,0,1
"ENSMUSG00000000154",2.25,0,0,0,0,0,0,0,1.7,0,0,1.6,0,0,0
"ENSMUSG00000010760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059119",1.9375,2.0253164556962,1.7515923566879,1.60869565217391,1.71551724137931,1.85,1.76190476190476,1.96551724137931,1.92783505154639,1.83132530120482,1.48717948717949,1.82702702702703,1.6,1,1.75510204081633
"ENSMUSG00000010755",1.27272727272727,1.27631578947368,1.11111111111111,1.06666666666667,1.11428571428571,1.13636363636364,1.26666666666667,1.09090909090909,1.28915662650602,1.425,1.07692307692308,1.18292682926829,1.14285714285714,0,1.21739130434783
"ENSMUSG00000045362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000010751",0,1.4,1,1,1,1.33333333333333,1,0,1,0,0,1,0,0,0
"ENSMUSG00000037613",1.25,0,1,0,1,1.33333333333333,0,1,1,0,0,0,0,0,0
"ENSMUSG00000037606",1.13793103448276,1.13333333333333,1.17241379310345,1.18181818181818,1.13636363636364,1.05555555555556,1.23333333333333,1.36363636363636,1.09433962264151,1.1304347826087,1,1.08108108108108,0,0,1.125
"ENSMUSG00000048965",1.18181818181818,1.07142857142857,1,1,1,1,1.1,0,1.03846153846154,1,1,1.125,0,0,1
"ENSMUSG00000031090",1.125,1,1.2,1.25,1,0,1.125,0,1,1,0,1,0,0,0
"ENSMUSG00000058454",1.27380952380952,1.3974358974359,1.2463768115942,1,1.24444444444444,1.2258064516129,1.26785714285714,1,1.36363636363636,1.14705882352941,1.28571428571429,1.15384615384615,1,0,1.19047619047619
"ENSMUSG00000037541",1.22413793103448,1.47560975609756,1.29411764705882,1,1.16,1,1.29577464788732,0,1.2280701754386,1.33333333333333,1.09090909090909,1.32432432432432,1.11111111111111,0,1.40909090909091
"ENSMUSG00000031078",1.86666666666667,1.6,1.7112676056338,1.81395348837209,1.65454545454545,1.65789473684211,1.48514851485149,2,1.83950617283951,1.58666666666667,1.35294117647059,1.84827586206897,1.3,1.44444444444444,1.57894736842105
"ENSMUSG00000037519",1.07692307692308,1.17073170731707,1.10909090909091,1.3,1.11111111111111,1.1,1.1,1,1.10294117647059,1.13636363636364,1.16666666666667,1.18965517241379,1.33333333333333,0,1.22222222222222
"ENSMUSG00000031077",1.05,1,1,1,1,1,1,0,1,1,0,1,0,0,1
"ENSMUSG00000031075",1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
"ENSMUSG00000031074",1,0,1.08333333333333,0,1.25,1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000031072",1.08108108108108,1.12121212121212,1.11764705882353,1.09090909090909,1.07407407407407,1,1.16129032258065,1.14285714285714,1.09756097560976,1.21739130434783,1,1.11428571428571,1.2,0,1
"ENSMUSG00000070348",1.58666666666667,1.21518987341772,1.50549450549451,1.51724137931034,1.5,1.48,1.25,1.47058823529412,1.27450980392157,1.28888888888889,1.54545454545455,1.24731182795699,1.2,1.71428571428571,1
"ENSMUSG00000048677",1,1,1,0,1,0,0,0,1,0,0,1.33333333333333,0,0,0
"ENSMUSG00000109305",0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0
"ENSMUSG00000031070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000005534",1.02857142857143,1.26666666666667,1.13888888888889,1,1.125,1.13333333333333,1.1,1,1.15151515151515,1.0952380952381,1,1.1025641025641,0,0,1
"ENSMUSG00000004568",1.23076923076923,1.25925925925926,1.1551724137931,1.11111111111111,1.17241379310345,1.19047619047619,1.24444444444444,1.36363636363636,1.17567567567568,1.05263157894737,1.33333333333333,1.26760563380282,1.2,0,1.30769230769231
"ENSMUSG00000069633",1,0,1,0,1,1,1,0,0,0,0,1.2,0,0,0
"ENSMUSG00000108955",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047264",1.13513513513514,1.24,1.18867924528302,1.09090909090909,1.13725490196078,1.35714285714286,1.203125,1.125,1.23076923076923,1.29166666666667,1.15384615384615,1.31944444444444,0,1,1.13636363636364
"ENSMUSG00000004567",1.23287671232877,1.35,1.14814814814815,1.14285714285714,1.175,1.11764705882353,1.3469387755102,1.16666666666667,1.32098765432099,1.34210526315789,1.6875,1.21794871794872,1.28571428571429,0,1.25925925925926
"ENSMUSG00000004565",1.23333333333333,1.328125,1.07317073170732,1,1.06060606060606,1.13636363636364,1.16279069767442,0,1.18055555555556,1.21052631578947,1.3,1.22222222222222,1.25,0,1
"ENSMUSG00000065952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044433",1.0952380952381,1.14583333333333,1.11111111111111,1,1.21739130434783,1,1.1219512195122,1,1.06666666666667,1.14285714285714,1.11111111111111,1.1864406779661,1,0,1.27272727272727
"ENSMUSG00000019470",1.20338983050847,1.15625,1.15,1.125,1.29411764705882,1.20833333333333,1.16,1.16666666666667,1.25333333333333,1.07692307692308,1.2,1.234375,1,0,1.18518518518519
"ENSMUSG00000087687",2.48325358851675,2.46354166666667,2.25130890052356,1.75862068965517,2.39473684210526,2.10377358490566,2.11464968152866,1.64864864864865,2.4698275862069,2.26605504587156,2.20454545454545,2.81081081081081,1.66666666666667,1.25,2.19047619047619
"ENSMUSG00000004630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000004626",1.11764705882353,1.2,1.19444444444444,0,1,1.07692307692308,1.07142857142857,0,1.26666666666667,1,1,1.27272727272727,0,0,1
"ENSMUSG00000012705",1,1.28571428571429,1.16666666666667,0,1.22222222222222,1.16666666666667,1,0,1,1,0,1,0,0,0
"ENSMUSG00000013974",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000089665",1.36,1.41558441558442,1.24418604651163,1.1,1.42,1.32352941176471,1.46,1,1.38461538461538,1.1875,1.26666666666667,1.46153846153846,1,1,1.23529411764706
"ENSMUSG00000040236",1.66883116883117,1.82222222222222,1.58955223880597,1.57894736842105,1.55789473684211,1.5,1.60204081632653,1.18181818181818,1.59627329192547,1.58904109589041,1.77142857142857,1.77777777777778,1.22222222222222,1.16666666666667,1.64864864864865
"ENSMUSG00000074491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051906",0,0,0,0,0,0,0,0,0,1.66666666666667,0,1.33333333333333,0,0,0
"ENSMUSG00000011832",1.2972972972973,1.33653846153846,1.30588235294118,1.31578947368421,1.22222222222222,1.14285714285714,1.31395348837209,1.42857142857143,1.32478632478632,1.44444444444444,1.15,1.39473684210526,1.36363636363636,0,1.38461538461538
"ENSMUSG00000064125",1.0625,1.27868852459016,1,1,1,1.09090909090909,1.13513513513514,0,1.13725490196078,1.24137931034483,1.13333333333333,1.09259259259259,1,0,1.07692307692308
"ENSMUSG00000002948",1.27848101265823,1.33333333333333,1.18666666666667,1.33333333333333,1.18367346938776,1.28571428571429,1.23809523809524,1.16666666666667,1.27777777777778,1.27777777777778,1.2,1.22784810126582,1.16666666666667,1.2,1.2
"ENSMUSG00000089736",1,1,1,0,0,0,1,0,1,0,0,1,0,0,0
"ENSMUSG00000011837",1.31707317073171,1.3452380952381,1.34736842105263,1.17391304347826,1.21875,1.41860465116279,1.39189189189189,1.07692307692308,1.25490196078431,1.30188679245283,1.61538461538462,1.47422680412371,1.09090909090909,1.5,1.2962962962963
"ENSMUSG00000048644",7.60245901639344,9.52173913043478,8.25961538461539,3.25757575757576,8.08510638297872,6.59259259259259,9.953125,2.5,9.04460966542751,8.8134328358209,11.1964285714286,11.7561983471074,6.53333333333333,2.14285714285714,8.56521739130435
"ENSMUSG00000002949",1.41176470588235,1.44318181818182,1.39583333333333,1.25,1.44067796610169,1.5,1.33333333333333,1.06666666666667,1.36697247706422,1.3265306122449,1.21052631578947,1.34615384615385,1.28571428571429,0,1.28571428571429
"ENSMUSG00000040028",1.30769230769231,1.31111111111111,1.32323232323232,1.17391304347826,1.55421686746988,1.12820512820513,1.32258064516129,1.2,1.22330097087379,1.22727272727273,1.4,1.25555555555556,1.125,1,1.44
"ENSMUSG00000023235",1,1.06666666666667,1.04761904761905,1.28571428571429,1.04761904761905,1.09090909090909,1.04761904761905,1.2,1.06451612903226,1,1,1.02702702702703,0,0,1
"ENSMUSG00000008206",1.32352941176471,1.21538461538462,1.16666666666667,1,1.14705882352941,1.46153846153846,1.13157894736842,1.33333333333333,1.23880597014925,1.21212121212121,1.5,1.20987654320988,1,0,1.14285714285714
"ENSMUSG00000058748",1,1,1,1,1.13333333333333,1,1.13333333333333,0,1,1.15384615384615,1,1.1,1.33333333333333,0,1.25
"ENSMUSG00000022322",1.33333333333333,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000001300",1.10714285714286,1.27906976744186,1.125,1,1.1,1.14285714285714,1.09677419354839,0,1.07692307692308,1.11538461538462,1.2,1.275,1,0,1.06666666666667
"ENSMUSG00000040459",1.38655462184874,1.34408602150538,1.48235294117647,1.39130434782609,1.43333333333333,1.34042553191489,1.32432432432432,1.26666666666667,1.38775510204082,1.24390243902439,1.23809523809524,1.41818181818182,1.25,1,1.33333333333333
"ENSMUSG00000079157",1.34117647058824,1.54255319148936,1.23728813559322,1,1.2,1.22222222222222,1.34848484848485,1.18181818181818,1.34782608695652,1.2962962962963,1.61904761904762,1.38888888888889,1.5,0,1.42857142857143
"ENSMUSG00000109286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049717",1.0625,1,1,1,1.2,0,1,0,1,1.16666666666667,0,1.05555555555556,1,0,1.25
"ENSMUSG00000040396",1.03636363636364,1.13725490196078,1.325,1.1,1.06666666666667,1.11538461538462,1.14,1,1.17857142857143,1.13157894736842,1.07142857142857,1.16071428571429,1,0,1.14285714285714
"ENSMUSG00000031497",1,1,1,0,1,0,1,0,1,0,0,1,0,0,0
"ENSMUSG00000039057",1.03703703703704,1.36734693877551,1.06060606060606,1.16666666666667,1,1.07692307692308,1.17241379310345,1.2,1.125,1.05555555555556,1.2,1.11904761904762,0,0,1
"ENSMUSG00000038894",1.38028169014085,1.19354838709677,1.23728813559322,1.04761904761905,1.31428571428571,1.2258064516129,1.17073170731707,1.08333333333333,1.16,1.17857142857143,1.2,1.15789473684211,1,0,1.11111111111111
"ENSMUSG00000031502",1.26415094339623,1.15217391304348,1.40677966101695,1.22222222222222,1.29787234042553,1.11538461538462,1.15384615384615,1.30769230769231,1.2156862745098,1.10714285714286,1.25,1.18867924528302,1,0,1.23076923076923
"ENSMUSG00000031503",1.21951219512195,1.24,1.28125,1.11764705882353,1.27272727272727,1.08333333333333,1.24242424242424,1.30769230769231,1.24561403508772,1.16,1.36363636363636,1.18181818181818,1,1.25,1.22222222222222
"ENSMUSG00000031504",1.23076923076923,1.18181818181818,1.16666666666667,0,1,1.14285714285714,1,0,1.41666666666667,1.2,1,1.46153846153846,0,0,0
"ENSMUSG00000031505",1.67647058823529,1.88343558282209,1.79452054794521,1.35294117647059,1.55789473684211,1.78947368421053,1.68939393939394,1.57142857142857,1.7396449704142,1.6125,2.06060606060606,1.99431818181818,1.31578947368421,0,1.57777777777778
"ENSMUSG00000056228",1.11428571428571,1.02857142857143,1.08823529411765,1,1.08695652173913,1,1.05,0,1.12962962962963,1.04545454545455,1,1.18421052631579,1.33333333333333,0,1.11111111111111
"ENSMUSG00000045969",1.3,1.39325842696629,1.30645161290323,1.15384615384615,1.26190476190476,1.22222222222222,1.32142857142857,1.14285714285714,1.30612244897959,1.39285714285714,1.6551724137931,1.34782608695652,1.5,0,1.38888888888889
"ENSMUSG00000031508",1.18867924528302,1.22222222222222,1.20588235294118,1,1.08695652173913,1.07692307692308,1.05,1.2,1.18965517241379,1.11111111111111,1,1.26785714285714,1,0,1.07692307692308
"ENSMUSG00000109810",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000031511",1.27777777777778,1.44339622641509,1.25555555555556,1.18518518518519,1.31372549019608,1.21212121212121,1.34782608695652,1,1.29473684210526,1.33333333333333,1.29166666666667,1.28723404255319,1.14285714285714,1,1.16129032258065
"ENSMUSG00000096014",1.17391304347826,1.05714285714286,1.13793103448276,0,1,1.23076923076923,1.09090909090909,1,1,1.17647058823529,0,1.02941176470588,0,0,1.08333333333333
"ENSMUSG00000000759",1.06976744186047,1.025,1.1,1.28571428571429,1.16666666666667,1.1,1.09756097560976,1,1.06666666666667,1.05,1.125,1.17857142857143,0,0,1
"ENSMUSG00000031441",1.18333333333333,1.11320754716981,1.26666666666667,1.2,1.26470588235294,1.05882352941176,1.19354838709677,1,1.30188679245283,1.11111111111111,1,1.27272727272727,0,0,1.1
"ENSMUSG00000031442",1.48648648648649,1.48076923076923,1.36458333333333,1,1.27142857142857,1.26315789473684,1.41584158415842,1.58333333333333,1.45614035087719,1.47272727272727,1.2258064516129,1.36885245901639,1.11111111111111,0,1.23333333333333
"ENSMUSG00000031443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031444",1.66666666666667,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000038542",1.10526315789474,1.07547169811321,1.03846153846154,1,1.17647058823529,1,1.1,1.25,1.17307692307692,1.2,1.2,1.12244897959184,0,0,1
"ENSMUSG00000031446",1.19444444444444,1.19672131147541,1.26984126984127,1.16666666666667,1.14285714285714,1.28,1.18867924528302,1.28571428571429,1.19178082191781,1.10526315789474,1.08333333333333,1.2,1.42857142857143,1,1.21052631578947
"ENSMUSG00000031447",3.88446215139442,3.91150442477876,3.73873873873874,2.58227848101266,3.41975308641975,3.04347826086957,3.43428571428571,3.45,4.19713261648746,3.03937007874016,3.30909090909091,3.97942386831276,2.42857142857143,1.73333333333333,2.92647058823529
"ENSMUSG00000038515",1,1.07142857142857,1.125,1,1,1,1,1,1,1.14285714285714,0,1,0,0,0
"ENSMUSG00000038506",1.14666666666667,1.22666666666667,1.15714285714286,1.4,1.21739130434783,1.10714285714286,1.27777777777778,1.2,1.2463768115942,1.18181818181818,1.14285714285714,1.1875,1.14285714285714,0,1.15384615384615
"ENSMUSG00000107742",1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
